.3549628,.2190862
.3649723,.226323
.374844,.2332691
.384578,.2399243
.3941741,.2462888
.4036324,.2523624
.4129529,.2581452
.4221357,.2636371
.4311806,.2688383
.4400877,.2737486
.448857,.2783681
.4574885,.2826968
.4659822,.2867347
.4743381,.2904818
.4825562,.2939381
.4906364,.2971035
.4985789,.2999781
.5063836,.3025619
.5140505,.3048549
.5215796,.306857
.5289708,.3085684
.5362243,.3099889
.54334,.3111186
.5503178,.3119575
.5571579,.3125056
.5638602,.3127629
.5704246,.3127293
.5768512,.3124049
.5831401,.3117897
.5892912,.3108837
.5953044,.3096869
.6011798,.3081992
.6069174,.3064208
.6125173,.3043515
.6179793,.3019914
.6233035,.2993405
.62849,.2963987
.6335385,.2931662
.6384494,.2896428
.6432224,.2858286
.6478576,.2817236
.652355,.2773278
.6567146,.2726412
.6609364,.2676637
.6650204,.2623954
.6689666,.2568364
.672775,.2509864
.6764455,.2448457
.6799783,.2384142
.6833733,.2316918
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
.6866305,.2246786
